"issn","name","main.url","type","ind.url"
"1468-1331","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1520-6777","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1528-8307","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJPA"
"1528-8390","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJU"
"1535-0754","The Clute Institute","http://www.cluteinstitute.com/","publisher","https://www.cluteinstitute.com/journals/"
"1537-2995","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1648-3898","Scientia Socialis","http://www.scientiasocialis.lt/?q=node/5","publisher","http://www.scientiasocialis.lt/jbse/"
"1749-8023","World Academic Union","http://www.worldacademicunion.com/default.html","publisher","http://www.worldacademicunion.com/shop.html"
"1810-4967","Business Perspectives","http://businessperspectives.org/","publisher","https://businessperspectives.org/journals/investment-management-and-financial-innovations?category_id=30"
"1814-8085","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/journal-of-basic-and-applied-sciences"
"1816-7403","Business Perspectives","http://businessperspectives.org/","publisher","https://businessperspectives.org/journals/banks-and-bank-systems?category_id=30"
"1860-7314","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1874-155X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOMEJ-11-1"
"1874-2165","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-2971","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3579","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOVJ-11-28"
"1874-401X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOFISHSJ-10-12"
"1874-4311","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOMINFOJ-11-1"
"1874-8279","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1875-0435","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1875-9343","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOERGJ-10-1"
"1876-4002","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/ABSTRACT/TOWMJ-10-23"
"1927-5129","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/journal-of-basic-and-applied-sciences"
"1929-4247","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/international-journal-of-child-health-and-nutrition"
"1929-5030","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-applied-solution-chemistry-and-modeling"
"1929-7092","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/independent-journals/journal-of-reviews-on-global-economics"
"1937-8289","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJMB"
"1937-8297","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJNW"
"1949-2421","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2010-0264","International Journal of Environmental Science and Development","http://www.ijesd.org/","ind_journal","http://www.ijesd.org/"
"2041-2908","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=IJAVA"
"2050-120X","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/Journal-of-Pharmaceutical-Technology-and-Drug.html"
"2053-213X","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/immunol"
"2160-8849","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=8"
"2161-6663","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2162-5328","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=3"
"2162-8475","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=111"
"2163-1050","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=112"
"2164-5175","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=2"
"2166-5192","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=108"
"2166-5354","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=110"
"2167-7069","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=103"
"2167-9045","Journal of Arts and Humanities","http://theartsjournal.org/index.php/site","ind_journal","https://theartsjournal.org/index.php/site"
"2169-9712","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=7"
"2223-1331","Asian Economic and Social Society","http://www.aessweb.com/index.php","publisher","http://www.aessweb.com/journals/"
"2224-6509","ACT Publishing","http://www.ghrnet.org/","publisher","http://www.ghrnet.org/"
"2227-2763","International Journals of Engineering & Sciences","http://www.ijens.org/","publisher","http://www.ijens.org/"
"2227-524X","Science Publishing Corporation","http://www.sciencepubco.com/","publisher","https://www.sciencepubco.com/"
"2228-8988","Case Study and Case Report","http://www.scopemed.org/?jid=23","ind_journal","http://www.scopemed.org/?jid=23"
"2250-3536","International Journal of Advanced Technology and Engineering Research","http://www.ijater.com/","ind_journal","http://www.ijater.com/"
"2276-9897","e3Journals","http://www.e3journals.org/index.php","publisher","http://www.e3journals.org/abstracts.php?artID=516&jid=2"
"2278-8719","IOSR Journal of Engineering","http://www.iosrjen.org/","ind_journal","http://www.iosrjen.org/"
"2292-2598","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-intellectual-disability-diagnosis-and-treatment"
"2304-0777","International Journal of Information Technology & Business Management","http://www.jitbm.com/","ind_journal","http://www.jitbm.com/volumes.html"
"2304-3881","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2304-652X","International Journal of Science and Advanced Technology","http://www.ijsat.com/","ind_journal","http://www.ijsat.com/"
"2310-0796","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/world-journal-of-veterinary-science/"
"2310-9556","Synchro Publisher","http://www.synchropublisher.com/","publisher","http://www.synchropublisher.com/journals/medical/journal-of-clinical-and-laboratory-investigation-updates"
"2311-8687","Savvy Science Publisher","http://savvysciencepublisher.com/","publisher","http://savvysciencepublisher.com/international-journal-of-pediatrics-and-child-health/"
"2321-3051","International Journal of Research in Aeronautical and Mechanical Engineering","http://www.ijrame.com/","ind_journal","http://www.ijrame.com/"
"2321-6883","Scholars Academic and Scientific Publishers","http://saspublisher.com/","publisher","http://saspublisher.com/journals/"
"2321-9114","American Journal of Essential Oils and Natural Products","http://essencejournal.com/index.html","ind_journal","http://www.essencejournal.com/contact"
"2325-4165","American International Journal of Contemporary Research","http://aijcrnet.com/","ind_journal","http://www.aijcrnet.com/index.php/journals-link"
"2326-313X","Research Publisher","http://researchpub.org/index.html","publisher","http://researchpub.org/index.html"
"2327-4336","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=5"
"2328-2347","American Society of Science and Engineering","http://www.as-se.org/","publisher","http://www.as-se.org/scpt/"
"2330-3891","Smart Science & Technology","http://www.smartscitech.com/","publisher","http://www.journals.smartscitech.com/"
"2333-4738","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2345-4377","Global Journal of Animal Scientific Research","http://www.gjasr.com","ind_journal","http://www.gjasr.com/index.php/GJASR"
"2350-1561","Journal Issues","http://www.journalissues.org/index.php","publisher","https://journalissues.org/"
"2373-437X","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2373-6402","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/"
"2374-6947","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2393-9060","Annex Publishers","http://www.annexpublishers.com/","publisher","http://www.annexpublishers.com/journals/journal-of-nutrition-and-health/jhome.php"
"2411-2933","International Journal for Innovation Education and Research","http://www.ijier.net/","ind_journal","http://www.ijier.net/index.php/ijier"
"0022-3808","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0022-3816","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0091-7710","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0254-8704","Journal of Environmental Biology ","http://www.jeb.co.in/","ind_journal","http://www.jeb.co.in/"
"0261-510X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0317-8471","International Journal of Innovations in Engineering Research and Technology","http://www.ijiert.org/","ind_journal","http://www.ijiert.org/issn.php"
"0737-0652","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0963-9470","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0974-0635","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0975-248X","International Journal of Pharmaceutical Sciences and Drug Research","http://www.ijpsdr.com/index.htm","ind_journal","http://www.ijpsdr.com/index.htm"
"0975-816X","Serials Publications","http://www.serialsjournals.com/","publisher","http://www.serialsjournals.com/editor-apply-now.php"
"0975-9174","BioInfo Publications","http://www.bioinfopublication.org/","publisher","https://www.bioinfopublication.org/journal.php?opt=index&jouid=BPJ0000234"
"0975-9646","International Journal of Computer Science and Information Security","https://sites.google.com/site/ijcsis/","ind_journal","https://sites.google.com/site/ijcsis/google-scholar"
"1097-0290","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1234-1234","EPRA Journals","http://eprajournals.com/","publisher","http://eprajournals.com/journals.php?jid=12"
"1314-7579","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/ijma/index.html"
"1314-765X","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/es/index.html"
"1314-7684","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/asms/index.html"
"1337-6853","Interdisciplinary Toxicology","http://www.intertox.sav.sk/","ind_journal","http://www.intertox.sav.sk/"
"1360-046X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1361-6641","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1464-410X","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1467-789X","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1476-4431","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1524-0274","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJTCVS"
"1528-8285","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJNS"
"1528-8374","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJPN"
"1600-0463","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1741-5055","Asia Pacific Institute of Advanced Research","http://apiar.org.au/","publisher","http://apiar.org.au/?feed=rss2"
"1742-2140","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1744-2591","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1755-7437","WIT Press","http://www.witpress.com/","publisher","https://www.witpress.com/journals/dne"
"1790-5022","Advances in Science, Technology and Engineering Systems Journal","http://www.astesj.com/","ind_journal","http://astesj.com/v02/i03/p19/"
"1793-8163","International Academy Publishing","http://www.iap.org/","publisher","http://www.iap.org/index.php?m=content&c=index&a=lists&catid=12"
"1834-7819","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1844-9166","Bioflux Society","http://www.bioflux.com.ro/","publisher","http://www.bioflux.com.ro/aacl/"
"1874-0790","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-2130","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S2/1/"
"1874-2416","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S4/1/"
"1874-2564","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3285","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-3641","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/FULLTEXT/TOOPHTJ-11-103"
"1874-4028","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-4184","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-4281","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1874-8473","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/browse-by-subject/S3/1/"
"1875-0397","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-3960","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-5025","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-519X","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1876-8946","Bentham Open","http://benthamopen.com/","publisher","https://benthamopen.com/discontinued-titles.php"
"1913-3715","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"1925-542X","CSCanada","http://cscanada.net/","publisher","http://cscanada.net/index.php/aped"
"1927-5773","BioPublisher","http://biopublisher.ca/","publisher","http://biopublisher.ca/index.php/ija/article/view/3144"
"1929-5634","Lifescience Global","http://www.lifescienceglobal.com/","publisher","http://www.lifescienceglobal.com/journals/journal-of-nutritional-therapeutics"
"1931-0285","The Institute for Business and Finance Research","http://www.theibfr.com/","publisher","http://www.theibfr.com/proceedings.htm"
"1940-1493","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1940-1507","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1947-3788","IBIMA Publishing","http://www.ibimapublishing.com/","publisher","http://ibimapublishing.com/journals/ibima-business-review/"
"1975-9339","Convergence Information Society","http://www.globalcis.org/eng/","publisher","http://www.globalcis.org/eng/publications.html"
"1995-0756","AENSI","http://www.aensiweb.com/index.html","publisher","http://www.aensiweb.com/AEB/"
"2010-3646","International Journal of Social Science and Humanity","http://www.ijssh.org/","ind_journal","http://www.ijssh.org/"
"2028-9324","International Journal of Computer Networks and Applications","http://www.ijcna.org/","ind_journal","http://www.ijcna.org/abstract.php?id=44"
"2041-076X","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=CRJBS"
"2041-0778","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=CRJBS"
"2042-4868","Maxwell Scientific Organization","http://maxwellsci.com/jlist.php","publisher","http://maxwellsci.com/jp/j2p?jid=AJFST"
"2042-8839","Journal of Telecommunications","http://www.journaloftelecommunications.co.uk/home","ind_journal","http://www.journaloftelecommunications.co.uk/home"
"2049-9752","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/Journal-of-Anesthesiology-and-Clinical-Science.html"
"2050-0874","Herbert Open Access Journals","http://www.hoajonline.com/","publisher","http://www.hoajonline.com/hoajbiology/2050-0874/2/4"
"2050-7399","ExcelingTech Publishing Company, Ltd.","http://ojs.excelingtech.co.uk/","publisher","http://ojs.excelingtech.co.uk/"
"2056-600X","Progressive Academic Publishing","http://www.idpublications.org/","publisher","http://www.idpublications.org/european-journal-of-research-in-medical-sciences/"
"2074-904X","MECS","http://www.mecs-press.org/","publisher","http://www.mecs-press.org/"
"2075-4124","International Journal of Academic Research","http://www.eu-print.org/ilk.php","publisher","http://www.eu-print.org/orta.php?go=indexing"
"2076-9946","eJournals of Academic Research & Reviews","http://www.ejarr.com/","publisher","http://www.ejarr.com/ejbs/index.aspx"
"2146-8354","Journal of Contemporary Medical Education","http://www.scopemed.org/?jid=63","ind_journal","http://www.scopemed.org/?jid=63"
"2153-0653","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2155-7950","Academic Star Publishing Company","http://www.academicstar.us/index.asp","publisher","http://www.academicstar.us/journalsshow.asp?ArtID=371"
"2160-5912","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=4"
"2161-7538","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=5"
"2162-6375","Journal of Medical Research and Practice","http://jmrp.info/index.php/jmrp","ind_journal","http://jmrp.info/index.php/jmrp"
"2162-9374","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=102"
"2163-1484","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=104"
"2163-2596","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=109"
"2164-2656","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=7"
"2165-8889","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=105"
"2169-0510","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2169-2459","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2222-6990","Human Resource Management Academic Research Society","http://hrmars.com/index.php?page=our%20journals%20f","publisher","http://hrmars.com/index.php?page=our%20journals%20f"
"2225-658X","Society of Digital Information and Wireless Communications","http://sdiwc.net/","publisher","https://sdiwc.net/ijdiwc/"
"2231-1963","International Journal of Advances in Engineering & Technology","http://www.ijaet.org/","ind_journal","http://www.ijaet.org/"
"2231-2560","Acta Velit","http://actavelit.com/","ind_journal","http://saepub.com/"
"2231-2803","International Journal of Engineering and Computer Science","http://www.ijecs.in/","ind_journal","http://www.ijecs.in/index.php/current-issue/2267-cloud-load-balancing-a-perspective-study"
"2239-978X","Mediterranean Center of Social and Educational Research","http://mcser.org/","publisher","http://www.mcser.org/"
"2249-2496","International Journals of Multidisciplinary Research Academy","http://www.ijmra.us/","publisher","http://www.ijmra.us/callforpaper.php"
"2249-9598","International Educational E-Journal","http://oiirj.org/oiirj/ejournal/","ind_journal","http://oiirj.org/oiirj/ejournal/"
"2277-4939","Innovative Journals","http://www.innovativejournal.in","publisher","http://innovativejournal.in/jour/"
"2278-4136","International Journal of Multidisciplinary Education and Research","http://www.newresearchjournal.com/","ind_journal","http://www.newresearchjournal.com/"
"2278-859X","Global Scholastic Research Journal","http://globalscholasticresearch.org/","ind_journal","http://globalscholasticresearch.org/callforpaper.html"
"2291-5273","Science and Education Centre of North America","http://www.todayscience.org/","publisher","http://www.todayscience.org/"
"2304-389X","AME Publishing Company","http://www.amepc.org/","publisher","http://www.amepc.org/"
"2306-7527","Scientific Perspectives Publishing","http://waprogramming.com/index.php","publisher","http://waprogramming.com/index.php?action=journalsbysubject"
"2310-3280","Research Academy of Social Sciences","http://www.rassweb.com/","publisher","http://www.rassweb.com/details-ee/"
"2310-984X","Synergy Publishers","http://www.synergypublishers.com/","publisher","http://www.synergypublishers.com/journal-of-nephrology-and-urology-research/"
"2311-8695","Savvy Science Publisher","http://savvysciencepublisher.com/","publisher","http://savvysciencepublisher.com/the-journal-of-dentists/"
"2315-6864","Basic Research Journals","http://basicresearchjournals.org/index.html","publisher","http://basicresearchjournals.org/medicine/mcsh.html"
"2320-9364","International Journal of Research in Engineering and Science","http://www.ijres.org/index.html","ind_journal","http://www.ijres.org/index.html"
"2321-2381","The Standard International Journals","http://www.thesij.com/","publisher","http://www.thesij.com/"
"2321-8355","IROSSS","http://www.irosss.org/","publisher","http://www.irosss.org/"
"2325-7458","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=5"
"2326-0769","Scientific & Academic Publishing","http://www.sapub.org/journal/index.aspx","publisher","http://www.sapub.org/journal/journalsList.aspx?SubjectID=114"
"2327-6150","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journals"
"2328-4846","Scientific Research Publishing","http://www.scirp.org/","publisher","http://www.scirp.org/journal/CategoryOfJournal.aspx?CategoryID=1"
"2328-7241","Science and Education","http://www.sciepub.com/portal/Home","publisher","http://www.sciepub.com/portal/journalbysubject"
"2329-9312","World Science Research Journals","http://www.wsrjournals.org/","publisher","http://www.wsrjournals.org/journal/wjas/archive/january-2017-vol.-5-(1)/variability-in-the-yield-and-character-association-in-nigerian-sweet-potato-ipomoea-batatas-l-lam-genotypes"
"2331-1894","World Science Research Journals","http://www.wsrjournals.org/","publisher","http://www.wsrjournals.org/journal/wjbbs/archive/october-2016-vol.-4-(1)/influence-of-bioactive-metabolites-extracted-from-three-species-of-nematode-trapping-fungi-on-the-growth-of-escherichia-coli-and-staphylococcus-aureus"
"2333-9071","Ethan Publishing Company","http://www.ethanpublishing.com/","publisher","http://www.ethanpublishing.com/index.php?m=content&c=index&a=lists&catid=11"
"2333-911X","Ethan Publishing Company","http://www.ethanpublishing.com/","publisher","http://www.ethanpublishing.com/index.php?m=content&c=index&a=lists&catid=11"
"2333-9209","Ethan Publishing Company","http://www.ethanpublishing.com/","publisher","http://www.ethanpublishing.com/index.php?m=content&c=index&a=lists&catid=11"
"2347-5129","International Journal of Fisheries and Aquatic Studies","http://www.fisheriesjournal.com/","ind_journal","http://www.fisheriesjournal.com/"
"2347-5641","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/announcement/index-medicus-selected-15-sdi-journals"
"2348-0394","ScienceDomain International","http://www.sciencedomain.org/","publisher","http://www.sciencedomain.org/abstract/19245"
"2373-4310","MedCrave","http://medcraveonline.com/","publisher","http://medcraveonline.com/journals"
"2373-8324","Scientific Online Publishing","http://www.scipublish.com/","publisher","http://www.scipublish.com/journals"
"2373-8448","Scientific Online Publishing","http://www.scipublish.com/","publisher","http://www.scipublish.com/journals"
"2376-0494","Ommega Publishers","http://ommegaonline.com/","publisher","http://www.ommegaonline.org/"
"2377-164X","Openventio Publishsers","http://openventio.org","publisher","http://www.openventio.org/OpenJournal/HeartResearch.html"
"2394-0522","International Journal of Fauna and Biological Studies","http://www.faunajournal.com/","ind_journal","http://www.faunajournal.com/"
"0007-1234","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0022-2186","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0141-1926","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0265-9883","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"0417-9927","Revistas Academicas","http://revistas-academicas.com/","publisher","http://revistas-academicas.com/"
"0799-3757","Caribbean Journal of Science and Technology","http://caribjscitech.com/","ind_journal","http://caribjscitech.com/"
"0973-1385","CESER Publications","http://www.ceser.in/","publisher","http://www.ceser.in/ceserp/index.php?journal=ijts&page=about&op=index"
"0975-3397","International Journal of Computer Science and Information Security","https://sites.google.com/site/ijcsis/","ind_journal","https://sites.google.com/site/ijcsis/google-scholar"
"0975-3710","BioInfo Publications","http://www.bioinfopublication.org/","publisher","https://www.bioinfopublication.org/journal.php?opt=index&jouid=BPJ0000217"
"0975-4024","International Journal of Computer Engineering in Research Trends","http://ijcert.org/","ind_journal","http://ijcert.org/Current_Issues.php?year=2016&&type=0"
"0976-1233","Scholars Research Library","http://scholarsresearchlibrary.com/","publisher","http://www.scholarsresearchlibrary.com/"
"0976-5751","Bioresearch Bulletin","http://bioresonline.org/","ind_journal","http://bioresonline.org/"
"1050-0472","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1087-1357","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1096-1453","Academic Exchange Quarterly","http://www.rapidintellect.com/AEQweb/","ind_journal","http://rapidintellect.com/AEQweb/rufen1.htm#update"
"1096-9896","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1309-0127","International Journal of Renewable Energy Research","http://www.ijrer.org/ijrer/index.php/ijrer/index","ind_journal","http://www.ijrer.org/ijrer/index.php/ijrer/index"
"1314-7528","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/cems/index.html"
"1314-7668","Hikari Ltd.","http://www.m-hikari.com/","publisher","http://www.m-hikari.com/asb/index.html"
"1361-665X","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1361-6668","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1365-2923","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1432-2277","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1440-1797","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1523-6064","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJANP"
"1528-8315","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJH"
"1528-8331","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJO"
"1531-295X","Internet Scientific Publications","http://www.ispub.com/","publisher","http://ispub.com/IJN"
"1537-5293","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1537-5323","International Agency for Development of Culture, Education and Science","http://iadces.com/","publisher","https://iadces.com/"
"1552-4604","International Journal of Pediatrics","http://ijp.mums.ac.ir/","ind_journal","http://www.icmje.org/journals-following-the-icmje-recommendations/"
"1572-834X","Gyancity Research Lab Private Limited","http://gyancity.com/","publisher","http://gyancity.com/journals.html"
"1755-5302","Open Access Journals","http://www.openaccessjournals.com/","publisher","http://www.openaccessjournals.com/journals/interventional-cardiology.html"
